condition,scan_id,pa_x,pa_y,pa_z,focus_x,focus_y,focus_z,beam_amplitude,edm_response,beam_dB,edm_response_dB
B_PA2_to_C2,115,16.994841794887016,158.36864581731396,-95.82731397,22.26,202.08,-51.8,0.3219498936540916,0.3219498936540916,-0.6402613630831404,-0.6402613630831404
B_PA2_to_C2,116,18.019165753001197,158.2259284505152,-95.85895574,23.6,201.93,-51.8,0.32171874045886095,0.32171874045886095,-0.6464998874516235,-0.6464998874516235
B_PA2_to_C2,117,19.045432453321972,158.07682644507008,-95.87908323,24.94,201.76,-51.8,0.3215719124779439,0.3215719124779439,-0.6504649121394511,-0.6504649121394511
B_PA2_to_C2,118,20.070883434314517,157.91985810902702,-95.90934619,26.28,201.59,-51.8,0.3213514575772271,0.3213514575772271,-0.6564216002986628,-0.6564216002986628
B_PA2_to_C2,119,21.09694961558373,157.75574351200487,-95.93892042,27.62,201.41,-51.8,0.32113631689651523,0.32113631689651523,-0.6622386394810704,-0.6622386394810704
B_PA2_to_C2,120,22.1220220283788,157.5838169518908,-95.97858347,28.96,201.23,-51.8,0.3208481599599882,0.3208481599599882,-0.6700360227743795,-0.6700360227743795
B_PA2_to_C2,121,23.14942010709897,157.405365420467,-96.00678155,30.3,201.03,-51.8,0.3206435450471498,0.3206435450471498,-0.6755770534615029,-0.6755770534615029
B_PA2_to_C2,122,24.170220654329302,157.22120045361947,-96.03238214,31.63,200.82,-51.8,0.3204581154487063,0.3204581154487063,-0.6806015953457935,-0.6806015953457935
B_PA2_to_C2,123,25.19738627681331,157.02777733597077,-96.0698956,32.97,200.61,-51.8,0.32018676832138193,0.32018676832138193,-0.6879594667725191,-0.6879594667725191
B_PA2_to_C2,124,26.21796245385821,156.82875000829532,-96.10464797,34.3,200.39,-51.8,0.3199356833373916,0.3199356833373916,-0.694773464834647,-0.694773464834647
B_PA2_to_C2,125,27.241414243584373,156.6230790605897,-96.12788307,35.63,200.15,-51.8,0.3197680704401766,0.3197680704401766,-0.6993251566196188,-0.6993251566196188
B_PA2_to_C2,126,28.263820635326816,156.4097097568513,-96.16100525,36.96,199.91,-51.8,0.31952949410927406,0.31952949410927406,-0.7058080462521883,-0.7058080462521883
