config,condition,scan_id,pa_x,pa_y,pa_z,focus_x,focus_y,focus_z,geometry_echo_max,geometry_x,geometry_y,geometry_z,edm_response,born_response,edge_gtd_response,edm_x,edm_y,edm_z,edm_vs_geometry_dB,geometry_echo_dB_norm,edm_response_dB_norm
1D16,B_PA2_to_C2,0,-111.344089,143.730347,-72.942256,-123.81,161.25,-51.8,0.5482318835517029,-91.6731,130.9366,-67.102,0.7492524446213957,0.5449108688155605,0.20434157580583523,-123.81,161.25,-51.8,2.713277587744052,-0.44221406647887385,0.0
1D16,B_PA2_to_C2,1,-110.38386537861794,143.92504987544245,-73.40755896180973,-122.74,162.07,-51.8,0.5407447255609686,-114.1715,126.1747,-56.3801,0.6614452256017176,0.5333849515405866,0.12806027406113096,-122.74,162.07,-51.8,1.750031879937387,-0.5616540107700765,-1.0826856520978678
1D16,B_PA2_to_C2,2,-109.4218299609588,144.1185327097424,-73.86961573883003,-121.66,162.88,-51.8,0.5585590800475878,-114.5295,123.7529,-62.6195,0.5346581180038102,0.5224126573479798,0.012245460655830381,-121.66,162.88,-51.8,-0.37985901690675555,-0.28011752733130435,-2.931040065503237
1D16,B_PA2_to_C2,3,-108.45798450643372,144.31078641668583,-74.32840069786123,-120.57,163.68,-51.8,0.5419977288920902,-111.7001,126.2781,-61.4261,0.5419374608260041,0.5119623000833516,0.029975160742652506,-120.57,163.68,-51.8,-0.0009658912751027324,-0.5415505162336594,-2.813579928773939
1D16,B_PA2_to_C2,4,-107.49233079569572,144.50179958697743,-74.78388860572728,-119.48,164.48,-51.8,0.5737807658263414,-110.4037,127.6966,-59.9325,0.5062976828059502,0.5018527359461767,0.004444946859773519,-119.48,164.48,-51.8,-1.0868009215305903,-0.04658013471835482,-3.4044445775141234
1D16,B_PA2_to_C2,5,-106.5248704079047,144.69156262453677,-75.23605239698662,-118.39,165.27,-51.8,0.5649077357741368,-108.6863,128.63,-60.0342,0.5093039923378407,0.49216491289919106,0.017139079438649712,-118.39,165.27,-51.8,-0.9000088281610695,-0.18194941199722967,-3.3530217614234776
1D16,B_PA2_to_C2,6,-105.55560598576687,144.8800661623952,-75.684866540274,-117.29,166.06,-51.8,0.5593197576001248,-107.2353,129.8713,-58.4965,0.49126205264372447,0.4828393934880172,0.008422659155707285,-117.29,166.06,-51.8,-1.126938845021915,-0.26829663571272694,-3.6662990019998203
1D16,B_PA2_to_C2,7,-104.58453988214106,145.06729927392988,-76.1303048784166,-116.18,166.83,-51.8,0.5768660661369449,-106.546,129.0361,-61.7293,0.4825470292929325,0.47402884864838796,0.008518180644544507,-116.18,166.83,-51.8,-1.5507069246727263,0.0,-3.8217704459379034
1D16,B_PA2_to_C2,8,-103.61167478761368,145.25325172348178,-76.57234104120653,-115.07,167.6,-51.8,0.5622342995647411,-105.1942,130.3797,-60.2227,0.476800531316361,0.46549037387186454,0.011310157444496484,-115.07,167.6,-51.8,-1.4316121177610133,-0.22315311958156933,-3.92582875860776
1D16,B_PA2_to_C2,9,-102.63701375124135,145.4379140468565,-77.01094843943008,-113.95,168.36,-51.8,0.5704001155273287,-104.2906,129.2594,-63.3034,0.45965712381463586,0.4573362288764225,0.0023208949382133317,-113.95,168.36,-51.8,-1.8749121911610935,-0.09790775490428132,-4.243883467330552
1D16,B_PA2_to_C2,10,-101.6605600506468,145.62127561992435,-77.4461008038966,-112.83,169.12,-51.8,0.5547347920347604,-103.0199,130.6857,-61.8944,0.457703511986987,0.4494273179339861,0.008276194053000894,-112.83,169.12,-51.8,-1.6700232029122362,-0.33979175192239874,-4.2808784760998115
1D16,B_PA2_to_C2,11,-100.68231730915193,145.80332558276277,-77.877772044352,-111.7,169.86,-51.8,0.5439498059576232,-103.6081,125.4782,-67.5271,0.45019315182834446,0.44194477299667173,0.008248378831672712,-111.7,169.86,-51.8,-1.6431988355694593,-0.5103233276727455,-4.424585684507382
1D16,B_PA2_to_C2,12,-99.70228929415876,145.98405451638737,-78.30593509369717,-110.57,170.6,-51.8,0.5566388014829639,-100.7383,130.8122,-63.4372,0.4360717665461932,0.43467923316646845,0.0013925333797247443,-110.57,170.6,-51.8,-2.12031014221835,-0.31003032477768205,-4.701403988261211
1D16,B_PA2_to_C2,13,-98.7204801590521,146.16345228221533,-78.73056335422048,-109.43,171.33,-51.8,0.532304033782911,-101.3554,125.6226,-68.1655,0.4337137754371474,0.42772756015305674,0.005986215284090637,-109.43,171.33,-51.8,-1.7791308201152485,-0.6983047058998815,-4.748499047280308
1D16,B_PA2_to_C2,14,-97.73689414441262,146.34150742262747,-79.15163026818743,-108.29,172.06,-51.8,0.518912488619385,-97.3944,136.694,-57.4684,0.42857244377791004,0.42097177022206383,0.007600673555846216,-108.29,172.06,-51.8,-1.6613975895748025,-0.919617392072445,-4.852078502912425
1D16,B_PA2_to_C2,15,-96.75153606554488,146.5182102967413,-79.56910911524014,-107.15,172.77,-51.8,0.5350636287802264,-98.3662,127.7347,-67.6565,0.41835546573313426,0.4145446658206366,0.0038107999124976388,-107.15,172.77,-51.8,-2.1371996651849208,-0.6533912391710123,-5.061654425621111
1D16,B_PA2_to_C2,16,-95.76441098545337,146.6935506411538,-79.98297329248382,-106.0,173.48,-51.8,0.5385759251211384,-96.281,131.0703,-65.4364,0.41172582743777825,0.4083196717990674,0.0034061556387108426,-106.0,173.48,-51.8,-2.332776501998184,-0.596561128705352,-5.200401151968713
