config,condition,scan_id,pa_x,pa_y,pa_z,focus_x,focus_y,focus_z,geometry_echo_max,geometry_x,geometry_y,geometry_z,edm_response,born_response,edge_gtd_response,edm_x,edm_y,edm_z,edm_vs_geometry_dB,geometry_echo_dB_norm,edm_response_dB_norm
1D16,A_PA1_to_C1,0,-126.47159,137.926021,-64.727672,-124.23,120.25,-51.8,0.64685095744615,-123.9542,120.4289,-53.1004,1.0298482502143438,0.7489805456104318,0.28086770460391197,-124.23,120.25,-51.8,4.039380202412985,0.0,0.0
1D16,A_PA1_to_C1,1,-125.5875311773166,139.02719128142945,-65.13280492576665,-123.25,121.26,-51.8,0.6373709001319209,-122.7811,121.1456,-53.6759,0.9045213021908604,0.7379776111185098,0.1665436910723506,-123.25,121.26,-51.8,3.040531357903689,-0.12823987827572805,-1.1270887227850221
1D16,A_PA1_to_C1,2,-124.6997361978672,140.12576271513814,-65.53680832565904,-122.26,122.26,-51.8,0.6299400144544823,-121.8437,122.0907,-53.6759,0.7532473983078368,0.726977069076752,0.026270329231084855,-122.26,122.26,-51.8,1.5527688847801682,-0.23010058485917614,-2.716711902491991
1D16,A_PA1_to_C1,3,-123.80814054759924,141.2216765912607,-65.93965723338754,-121.26,123.25,-51.8,0.6271355356599141,-120.0863,121.3993,-58.6241,0.7576900193151163,0.7160252212834655,0.041664798031650845,-121.26,123.25,-51.8,1.6426031288295062,-0.2688563043755511,-2.6656333779590295
1D16,A_PA1_to_C1,4,-122.9126787053178,142.31487245796063,-66.3413259657362,-120.25,124.23,-51.8,0.6078555414801413,-119.9472,123.9589,-53.6759,0.7212689558853411,0.705134887928944,0.016134067956397168,-120.25,124.23,-51.8,1.4859371972970712,-0.5400769008125627,-3.093519905928475
1D16,A_PA1_to_C1,5,-122.01174866453802,143.40418686963125,-66.74131078089212,-119.24,125.21,-51.8,0.609894596993243,-118.2119,122.177,-60.5823,0.7108669071418465,0.6946348101955712,0.016232096946275375,-119.24,125.21,-51.8,1.330670221428725,-0.5109887863535006,-3.2196987673377593
1D16,A_PA1_to_C1,6,-121.10663104890662,144.49049807357036,-67.13999408581748,-118.22,126.17,-51.8,0.5666449450963247,-118.4046,126.2044,-51.7933,0.7045515039938797,0.6840154214212578,0.020536082572621843,-118.22,126.17,-51.8,1.8920345487364152,-1.1498641285767088,-3.2972097822532764
1D16,A_PA1_to_C1,7,-120.19746436062516,145.57388656308214,-67.53741160967894,-117.19,127.13,-51.8,0.5656107793770098,-115.7758,125.0995,-56.2,0.6823620556430977,0.6737183715258929,0.008643684117204892,-117.19,127.13,-51.8,1.6299438246408835,-1.165730953727918,-3.575167331500017
1D16,A_PA1_to_C1,8,-119.2841803722571,146.65428488520172,-67.93353475243892,-116.15,128.08,-51.8,0.555158885081134,-114.5295,123.7529,-62.6195,0.6727124860917995,0.6635281709557684,0.009184315136031008,-116.15,128.08,-51.8,1.6682438742535846,-1.327738608169996,-3.6988749363293953
1D16,A_PA1_to_C1,9,-118.36592519347504,147.73104304627157,-68.32808255362077,-115.1,129.02,-51.8,0.5590425063970147,-113.372,125.2918,-61.2831,0.6671618591912204,0.6534745348439569,0.013687324347263491,-115.1,129.02,-51.8,1.5357275971019702,-1.2671878980150395,-3.770840503326054
1D16,A_PA1_to_C1,10,-117.44257785267718,148.80403214082943,-68.72100263076132,-114.05,129.95,-51.8,0.547523211141079,-115.3215,167.1527,-53.9487,0.6549389254834098,0.6436105206795688,0.01132840480384102,-114.05,129.95,-51.8,1.5559653602016799,-1.4480338074540997,-3.9314486496654033
1D16,A_PA1_to_C1,11,-116.514922269347,149.87380453703935,-69.1125338929097,-112.99,130.88,-51.8,0.5406648221422805,-134.6979,150.9887,-52.7159,0.6443777278061353,0.6340634982425717,0.010314229563563643,-112.99,130.88,-51.8,1.5242481515897066,-1.557522235753702,-4.072654286576979
1D16,A_PA1_to_C1,12,-115.58288695538624,150.94028445626716,-69.50264433810658,-111.92,131.79,-51.8,0.5607164329604066,-133.8328,152.124,-53.3791,0.6358405396154638,0.6244743364875066,0.011366203127957261,-111.92,131.79,-51.8,1.092098596258167,-1.2412188225088023,-4.188500428663618
