config,condition,scan_id,pa_x,pa_y,pa_z,focus_x,focus_y,focus_z,beam_sum,beam_mean,beam_max,beam_db,beam_percent,geometry_echo_percent,edm_echo_percent,edm_minus_geometry_db,amplitude_percent,amplitude_db,depth_mm,scan_position_mm
2D8x8,A_PA1_to_C1,105,-1.697943285825935,213.55919295710223,-90.64508693655804,9.14,172.66,-51.8,58.58347983237085,0.9153668723807945,1.1744715639997303,-2.1950443578573022,77.66901225462972,34.462368341854166,87.51312991542984,8.094561934811184,87.51312991542984,-1.1585356659462085,35.0,106.06060606060606
2D8x8,A_PA1_to_C1,106,-0.2322283949211495,213.48964013175785,-90.57415246751472,10.55,172.58,-51.8,57.12321500006182,0.8925502343759659,1.1733718336274903,-2.4142948109995053,75.73301720141431,34.26545404608826,86.04259732340272,7.997140415551396,86.04259732340272,-1.3057297652739928,35.0,107.07070707070707
2D8x8,A_PA1_to_C1,107,1.2318954371084,213.3988401321371,-90.494939805427,11.95,172.49,-51.8,55.73092555474682,0.870795711792919,1.1722327430641752,-2.628622544269228,73.88714279621365,34.069946166706025,84.55366432564774,7.89521972269074,84.55366432564774,-1.457351330354991,35.0,108.08080808080808
2D8x8,A_PA1_to_C1,108,2.6940895608745743,213.2868762750944,-90.40749239818872,13.36,172.38,-51.8,54.2680949700501,0.8479389839070328,1.1709322376594409,-2.8596561310011226,71.94774611075972,33.8760415635695,82.99991279229586,7.7836995804081734,82.99991279229586,-1.6184472787061326,35.0,109.09090909090908
2D8x8,A_PA1_to_C1,109,4.153793231843601,213.15203258624496,-90.31115359116733,14.76,172.27,-51.8,52.78210235426354,0.8247203492853679,1.1694982648413395,-3.100813967381113,69.9776415861384,33.68393548217748,81.40341676903684,7.664396143976574,81.40341676903684,-1.7871473192193026,35.0,110.1010101010101
2D8x8,A_PA1_to_C1,110,5.610639042819751,212.9946945263486,-90.20608538842838,16.16,172.14,-51.8,51.38340951987806,0.8028657737480946,1.1680347762306704,-3.334089292536409,68.1232776732197,33.49382135706978,79.80953960572353,7.5418021176823675,79.80953960572353,-1.958903889649608,35.0,111.11111111111111
2D8x8,A_PA1_to_C1,111,7.064485336711198,212.81660122945664,-90.09297442379186,17.56,172.01,-51.8,50.06188115421939,0.782216893034678,1.1665446929282453,-3.5604043604408044,66.37121714146433,33.305890617055084,78.21934830731588,7.415862836999167,78.21934830731588,-2.133716134774576,35.0,112.12121212121211
2D8x8,A_PA1_to_C1,112,8.51502038884186,212.61790787921868,-89.97189010856013,18.96,171.86,-51.8,48.739565997707764,0.7615557187141838,1.1649357827143862,-3.7929145043664154,64.61811349536043,33.120332492458395,76.608983829453,7.283700274961714,76.608983829453,-2.314405965368908,35.0,113.13131313131312
2D8x8,A_PA1_to_C1,113,9.961751170364485,212.3978116720477,-89.84253296538209,20.36,171.7,-51.8,47.38209846618648,0.7403452885341637,1.1631502409758856,-4.038261839667726,62.81840540969067,32.93733382458208,74.97058935521585,7.144049669093841,74.97058935521585,-2.5021815017086486,35.0,114.14141414141415
2D8x8,A_PA1_to_C1,114,11.404091829012076,212.15529861284764,-89.70452284322879,21.75,171.53,-51.8,46.11055847132734,0.7204774761144896,1.1613456959990522,-4.274540013234349,61.132618636259785,32.75707887757258,73.35340861235768,7.00230266251896,73.35340861235768,-2.691594008017832,35.0,115.15151515151516
2D8x8,A_PA1_to_C1,115,12.842164013141216,211.89280589036773,-89.55881087418322,23.15,171.34,-51.8,44.931201179274375,0.7020500184261621,1.1595439748781502,-4.499587076710227,59.569046171272234,32.57974915288195,71.76436305461755,6.859221969523231,71.76436305461755,-2.881823307600661,35.0,116.16161616161615
2D8x8,A_PA1_to_C1,116,14.27569473601576,211.61054562237044,-89.40548865092514,24.54,171.15,-51.8,43.80298159235149,0.6844215873804921,1.1576968930110951,-4.720474194511023,58.07327123312649,32.40552320651138,70.19285071655482,6.713476856477026,70.19285071655482,-3.074142387735608,35.0,117.17171717171718
2D8x8,A_PA1_to_C1,117,15.704420609000886,211.30873996345576,-89.24465069119623,25.94,170.94,-51.8,42.63843615016965,0.6662255648464008,1.1556416421749698,-4.954522304176383,56.52933607463637,32.23457646922036,68.61104060973679,6.5614407570484605,68.61104060973679,-3.272119875346344,35.0,118.18181818181819
2D8x8,A_PA1_to_C1,118,17.127467061117866,210.9853888030928,-89.07554022675586,27.33,170.73,-51.8,41.51530727646056,0.6486766761946963,1.1535096047707398,-5.186382523806605,55.04031032018744,32.06708106988279,67.05166776749269,6.407003094524187,67.05166776749269,-3.471808310547017,35.0,119.19191919191918
2D8x8,A_PA1_to_C1,119,18.54500242105926,210.64245975846785,-88.89892252982663,28.71,170.5,-51.8,40.50967512849205,0.6329636738826883,1.1514628605092312,-5.399372451467865,53.70705978867739,31.90320566216783,65.54664580933569,6.254322981727364,65.54664580933569,-3.668990547446767,35.0,120.2020202020202
2D8x8,A_PA1_to_C1,120,19.95695951902884,210.28081088695933,-88.71513602499982,30.1,170.26,-51.8,39.544980056475325,0.617890313382427,1.1493618073693814,-5.608720441001481,52.428082957925085,31.74311525471995,64.07152627934745,6.100310473732948,64.07152627934745,-3.8666986068481997,35.0,121.21212121212122
2D8x8,A_PA1_to_C1,121,21.36312255140996,209.9007043348374,-88.52429015015632,31.49,170.01,-51.8,38.618211993339614,0.6034095623959315,1.1472040182524943,-5.814704412823028,51.19938913060632,31.586971045009136,62.62865921215016,5.945302637856676,62.62865921215016,-4.064537716156697,35.0,122.22222222222223
2D8x8,A_PA1_to_C1,122,22.763287163308185,209.50241116711732,-88.32649553713337,32.87,169.75,-51.8,37.697008964990914,0.589015765077983,1.1449079322772768,-6.024409800618641,49.97807333471053,31.434930257018813,61.20933838960646,5.788103682069426,61.20933838960646,-4.263646295099072,35.0,123.23232323232322
2D8x8,A_PA1_to_C1,123,24.15657910066909,209.08432508444196,-88.12115160875746,34.25,169.47,-51.8,36.805409357656146,0.5750845212133773,1.1425264830435873,-6.232314609815518,48.79600526660573,31.287145982934522,59.82532474731859,5.63038232388532,59.82532474731859,-4.462298704909578,35.0,124.24242424242425
2D8x8,A_PA1_to_C1,124,25.543293466436644,208.6482072407228,-87.90893755362836,35.63,169.19,-51.8,35.99306356655693,0.562391618227452,1.140215989933802,-6.426171389922862,47.71901060216418,31.143767028993146,58.497516853539175,5.475325784680665,58.497516853539175,-4.6572513756877045,35.0,125.25252525252526
